"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN"	"LRN_det"	"LRR"	"LRR_det"	"DH"	"DH_det"	"PN"	"PN_det"	"PR"	"PR_det"	"PD"	"PD_det"	"ZNIEFF"
"Méconème fragile  ( Meconema meridionale )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	65891	"Meconema meridionale"	"Meconema meridionale A. Costa, 1860"	"Méconème fragile"			"LC"	""									
"Méconème scutigère  ( Cyrtaspis scutata )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	65894	"Cyrtaspis scutata"	"Cyrtaspis scutata (Charpentier, 1825)"	"Méconème scutigère,  Sauterelle à carapace"			"LC"	""									
"Courtilière commune  ( Gryllotalpa gryllotalpa )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllotalpidae"	65899	"Gryllotalpa gryllotalpa"	"Gryllotalpa gryllotalpa (Linnaeus, 1758)"	"Courtilière commune, Courtilière, Taupe-Grillon, Perce-chaussée, Taupette, Avant-taupe, Ecrevisse de terre, Loup de terre"			"NT"	"pr. B2b(ii,iii,v)"									
"Grillon champêtre  ( Gryllus campestris )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllidae"	65910	"Gryllus campestris"	"Gryllus campestris Linnaeus, 1758"	"Grillon champêtre, Grillon des champs, Gril, Riquet, Cricri,Grésillon, Grillon sauvage, Petit Cheval du Bon Dieu, Grill"			"LC"	""									
"Grillon domestique  ( Acheta domesticus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllidae"	65918	"Acheta domesticus"	"Acheta domesticus (Linnaeus, 1758)"	"Grillon domestique, Grillon du foyer, Cri-cri, Grelet, Grillon des maisons, Grillet, Grillot, Crinchon, Guersillon, Petit Cheval du Bon Dieu"			"NA"	"a"									
"Grillon noirâtre  ( Melanogryllus desertus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllidae"	65923	"Melanogryllus desertus"	"Melanogryllus desertus (Pallas, 1771)"	"Grillon noirâtre, Grillon pubescent"			"DD"	""									
"Grillon des torrents  ( Pteronemobius lineolatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Trigonidiidae"	65935	"Pteronemobius lineolatus"	"Pteronemobius lineolatus (Brullé, 1835)"	"Grillon des torrents"			"LC"	""									
"-  ( Diestrammena asynamora )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Rhaphidophoridae"	65975	"Diestrammena asynamora"	"Tachycines asynamorus Adelung, 1902"	""			"NA"	"a"									
"Tétrix des plages  ( Paratettix meridionalis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tetrigidae"	66026	"Paratettix meridionalis"	"Paratettix meridionalis (Rambur, 1838)"	"Tétrix des plages, Tétrix méridional"			"LC"	""									
"Tétrix caucasien  ( Tetrix bolivari )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tetrigidae"	66029	"Tetrix bolivari"	"Tetrix bolivari Saulcy in Azam, 1901"	"Tétrix caucasien, Tétrix des rizières"			"DD"	""									
"Tétrix riverain  ( Tetrix subulata )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tetrigidae"	66032	"Tetrix subulata"	"Tetrix subulata (Linnaeus, 1758)"	"Tétrix riverain, Tétrix subulé, Tétrix subulée,  Criquet à corselet allongé"			"LC"	""									
"Tétrix forestier  ( Tetrix undulata )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tetrigidae"	66036	"Tetrix undulata"	"Tetrix undulata (Sowerby, 1806)"	"Tétrix forestier, Tétrix des clairières, Tétrix commun"			"LC"	""									
"Tétrix déprimé  ( Depressotetrix depressa )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tetrigidae"	66039	"Depressotetrix depressa"	"Tetrix depressa Brisout de Barneville, 1848"	"Tétrix déprimé"			"EN"	"B2ab(ii,iii,iv)"									
"*  Criquet rhodanien  ( Prionotropis rhodanica )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Pamphagidae"	66052	"Prionotropis rhodanica"	"Prionotropis rhodanica Uvarov, 1923"	"Criquet rhodanien, Miramelle des moraines, Criquet marcheur, Criquet pédestre"							"NI3"	""					
"Criquet des clairières  ( Chrysochraon dispar dispar )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66078	"Chrysochraon dispar dispar"	"Chrysochraon dispar dispar (Germar, 1834)"	"Criquet des clairières"			"NT"	"pr. B2b(iii)"									
"Criquet des friches  ( Omocestus petraeus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66086	"Omocestus petraeus"	"Omocestus petraeus (Brisout de Barneville, 1856)"	"Criquet des friches"			"EN"	"B2ab(iii)"									
"Criquet noir-ébène  ( Omocestus rufipes )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66088	"Omocestus rufipes"	"Omocestus rufipes (Zetterstedt, 1821)"	"Criquet noir-ébène"			"LC"	""									
"Sténobothre nain  ( Stenobothrus stigmaticus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66103	"Stenobothrus stigmaticus"	"Stenobothrus stigmaticus (Rambur, 1838)"	"Sténobothre nain"			"VU"	"B2ab(ii,iii)"									
"Gomphocère roux  ( Gomphocerippus rufus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66114	"Gomphocerippus rufus"	"Gomphocerippus rufus (Linnaeus, 1758)"	"Gomphocère roux, Gomphocère, Gomphocère fauve"			"LC"	""									
"Criquet tacheté  ( Myrmeleotettix maculatus maculatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66122	"Myrmeleotettix maculatus maculatus"	"Myrmeleotettix maculatus maculatus (Thunberg, 1815)"	"Criquet tacheté"			"EN"	"B1+2ab(iii,iv)"									
"Criquet mélodieux  ( Gomphocerippus biguttulus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66141	"Gomphocerippus biguttulus"	"Chorthippus biguttulus (Linnaeus, 1758)"	"Criquet mélodieux, Oedipode bimouchetée"			"LC"	""									
"Criquet marginé  ( Chorthippus albomarginatus albomarginatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66158	"Chorthippus albomarginatus albomarginatus"	"Chorthippus albomarginatus albomarginatus (De Geer, 1773)"	"Criquet marginé"			"LC"	""									
"Criquet verte-échine  ( Chorthippus dorsatus dorsatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66160	"Chorthippus dorsatus dorsatus"	"Chorthippus dorsatus dorsatus (Zetterstedt, 1821)"	"Criquet verte-échine"			"LC"	""									
"Criquet des mouillères  ( Euchorthippus declivus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66173	"Euchorthippus declivus"	"Euchorthippus declivus (Brisout de Barneville, 1848)"	"Criquet des mouillères, Criquet des Bromes"			"LC"	""									
"OEdipode stridulante  ( Psophus stridulus stridulus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66178	"Psophus stridulus stridulus"	"Psophus stridulus (Linnaeus, 1758)"	"OEdipode stridulante"			"RE"	""									
"Criquet migrateur  ( Locusta cinerascens )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66181	"Locusta cinerascens"	"Locusta migratoria (Linnaeus, 1758)"	"Criquet migrateur, Criquet voyageur, Criquet cendré, Criquet émigrant, Fraterelle de passage, Locuste, Sauterelle de passage, Oedipode voyageuse"			"DD"	""									
"Oedipode soufrée  ( Oedaleus decorus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66187	"Oedaleus decorus"	"Oedaleus decorus (Germar, 1825)"	"Oedipode soufrée"			"EN"	"B1+2ab(iii,iv)"									
"Oedipode aigue-marine  ( Sphingonotus caerulans )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66200	"Sphingonotus caerulans"	"Sphingonotus caerulans (Linnaeus, 1767)"	"Oedipode aigue-marine, Criquet à ailes bleues, Oedipode Azurée"			"LC"	""									
"Oedipode aigue-marine  ( Sphingonotus caerulans caerulans )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66201	"Sphingonotus caerulans caerulans"	"Sphingonotus caerulans caerulans (Linnaeus, 1767)"	"Oedipode aigue-marine"			"DD"	""									
"OEdipode automnale  ( Aiolopus strepens )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66215	"Aiolopus strepens"	"Aiolopus strepens (Latreille, 1804)"	"OEdipode automnale, Criquet farouche"			"LC"	""									
"Criquet des dunes  ( Calephorus compressicornis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66226	"Calephorus compressicornis"	"Calephorus compressicornis (Latreille, 1804)"	"Criquet des dunes"			"NT"	"pr. B1+2b(iii)"									
"Caloptène ochracé  ( Calliptamus barbarus barbarus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66271	"Calliptamus barbarus barbarus"	"Calliptamus barbarus barbarus (O.G. Costa, 1836)"	"Caloptène ochracé"			"LC"	""									
"Courtilière des vignes  ( Gryllotalpa vineae )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllotalpidae"	79308	"Gryllotalpa vineae"	"Gryllotalpa vineae Bennet-Clark, 1970"	"Courtilière des vignes"			"DD"	""									
"Criquet pansu  ( Pezotettix giornae )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	199958	"Pezotettix giornae"	"Pezotettix giornae (Rossi, 1794)"	"Criquet pansu"			"LC"	""									
"-  ( Euchorthippus elegantulus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	240287	"Euchorthippus elegantulus"	"Euchorthippus elegantulus Zeuner, 1940"	""			"LC"	""									
"Dectique verrucivore  ( Decticus verrucivorus verrucivorus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	250699	"Decticus verrucivorus verrucivorus"	"Decticus verrucivorus verrucivorus (Linnaeus, 1758)"	"Dectique verrucivore"			"EN"	"B2ab(ii,iii,iv)"									
"Oedipode grenadine  ( Acrotylus insubricus insubricus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432548	"Acrotylus insubricus insubricus"	"Acrotylus insubricus insubricus (Scopoli, 1786)"	"Oedipode grenadine"			"EN"	"B1+2ab(iii)"									
"Aïolope émeraudine  ( Aiolopus thalassinus thalassinus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432549	"Aiolopus thalassinus thalassinus"	"Aiolopus thalassinus thalassinus (Fabricius, 1781)"	"Aïolope émeraudine"			"LC"	""									
"Oedipode rouge  ( Oedipoda germanica germanica )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432557	"Oedipoda germanica germanica"	"Oedipoda germanica germanica (Latreille, 1804)"	"Oedipode rouge"			"CR"	"B1ab(i,ii,iii,iv,v)"									
"Caloptène italien  ( Calliptamus italicus italicus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	445258	"Calliptamus italicus italicus"	"Calliptamus italicus italicus (Linnaeus, 1758)"	"Caloptène italien"			"LC"	""									
"Oedipode turquoise  ( Oedipoda caerulescens caerulescens )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	445264	"Oedipoda caerulescens caerulescens"	"Oedipoda caerulescens caerulescens (Linnaeus, 1758)"	"Oedipode turquoise"			"LC"	""									
"Sténobothre de la Palène  ( Stenobothrus lineatus lineatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	445266	"Stenobothrus lineatus lineatus"	"Stenobothrus lineatus lineatus (Panzer, 1796)"	"Sténobothre de la Palène"			"EN"	"B2ab(ii,iii,iv)"									
"Decticelle côtière  ( Platycleis affinis affinis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	535751	"Platycleis affinis affinis"	"Platycleis affinis affinis Fieber, 1853"	"Decticelle côtière"			"LC"	"NT (pr. B2b(iii)) (-1)"									
"Grillon des bois  ( Nemobius sylvestris sylvestris )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Trigonidiidae"	535757	"Nemobius sylvestris sylvestris"	"Nemobius sylvestris sylvestris (Bosc, 1792)"	"Grillon des bois"			"LC"	""									
"Grillon des marais  ( Pteronemobius heydenii heydenii )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Trigonidiidae"	535758	"Pteronemobius heydenii heydenii"	"Pteronemobius heydenii heydenii (Fischer, 1853)"	"Grillon des marais"			"LC"	""									
"Grillon d’Italie  ( Oecanthus pellucens pellucens )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllidae"	535760	"Oecanthus pellucens pellucens"	"Oecanthus pellucens pellucens (Scopoli, 1763)"	"Grillon d’Italie"			"LC"	""									
"Tétrix des vasières  ( Tetrix ceperoi ceperoi )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tetrigidae"	535761	"Tetrix ceperoi ceperoi"	"Tetrix ceperoi ceperoi (Bolívar, 1887)"	"Tétrix des vasières"			"LC"	""									
"Criquet de Jago  ( Dociostaurus jagoi occidentalis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	535764	"Dociostaurus jagoi occidentalis"	"Dociostaurus jagoi occidentalis Soltani, 1978"	"Criquet de Jago"			"EN"	"B1+2ab(iii,iv)"									
"Criquet de Palavas  ( Locusta migratoria migratoria )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	535771	"Locusta migratoria migratoria"	"Locusta migratoria migratoria (Linnaeus, 1758)"	"Criquet de Palavas"			"NA"	"b"									
"Criquet des salines  ( Epacromius tergestinus tergestinus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	535774	"Epacromius tergestinus tergestinus"	"Epacromius tergestinus tergestinus (Megerle von Mühlfeld in Charpentier, 1825)"	"Criquet des salines"			"EN"	"B1+2ab(ii,iii,iv)"									
"Criquet des Roseaux  ( Mecostethus parapleurus parapleurus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	535849	"Mecostethus parapleurus parapleurus"	"Mecostethus parapleurus parapleurus (Hagenbach, 1822)"	"Criquet des Roseaux"			"LC"	""									
"Decticelle annelée  ( Rhacocleis annulata )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	536045	"Rhacocleis annulata"	"Rhacocleis annulata Fieber, 1853"	"Decticelle annelée"			"NA"	"a"									
"-  ( Ephippiger diurnus diurnus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	536062	"Ephippiger diurnus diurnus"	"Ephippiger diurnus diurnus Dufour, 1841"	""			"LC"	""									
"-  ( Roeseliana roeselii )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	593263	"Roeseliana roeselii"	"Roeseliana roeselii (Hagenbach, 1822)"	""			"LC"	""									
"*  Criquet hérisson  ( Prionotropis azami )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Pamphagidae"	814441	"Prionotropis azami"	"Prionotropis azami Uvarov, 1923"	"Criquet hérisson, Criquet des Grands-Plans"							"NI3"	""					
"-  ( Tessellana tessellata tessellata )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	837839	"Tessellana tessellata tessellata"	"Tessellana tessellata tessellata (Charpentier, 1825)"	""			"LC"	""									
"Grillon bordelais  ( Eumodicogryllus bordigalensis bordigalensis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllidae"	837861	"Eumodicogryllus bordigalensis bordigalensis"	"Eumodicogryllus bordigalensis bordigalensis (Latreille, 1804)"	"Grillon bordelais"			"LC"	""									
"Criquet des pâtures  ( Pseudochorthippus parallelus parallelus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	837870	"Pseudochorthippus parallelus parallelus"	"Pseudochorthippus parallelus parallelus (Zetterstedt, 1821)"	"Criquet des pâtures"			"LC"	""									
"-  ( Tetrix tenuicornis explicata )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tetrigidae"	917173	"Tetrix tenuicornis explicata"	"Tetrix tenuicornis explicata (Ebner, 1910)"	""			"NT"	"pr. B2b(iii)"									
"-  ( Paracinema tricolor bisignata )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	1027364	"Paracinema tricolor bisignata"	"Paracinema tricolor bisignatum (Charpentier, 1825)"	""			"NT"	"pr. B2b(iii)"									
