"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN"	"LRN_det"	"LRR"	"LRR_det"	"DH"	"DH_det"	"PN"	"PN_det"	"PR"	"PR_det"	"PD"	"PD_det"	"ZNIEFF"
"Ostomate basilic  ( Grynocharis oblonga )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Lophocateridae"	235425	"Grynocharis oblonga"	"Grynocharis oblonga (Linnaeus, 1758)"	"Ostomate basilic"													"Déterminante stricte"
"Taupin balte  ( Ampedus balteatus )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240344	"Ampedus balteatus"	"Ampedus balteatus (Linnaeus, 1758)"	"Taupin balte"													"Déterminante stricte"
"-  ( Ampedus brunnicornis )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240345	"Ampedus brunnicornis"	"Ampedus brunnicornis Germar, 1844"	""													"Déterminante stricte"
"-  ( Ampedus cardinalis )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240346	"Ampedus cardinalis"	"Ampedus cardinalis (Schiødte, 1865)"	""													"Déterminante stricte"
"-  ( Ampedus elegantulus )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240349	"Ampedus elegantulus"	"Ampedus elegantulus (Schönherr, 1817)"	""													"Déterminante stricte"
"-  ( Ampedus erythrogonus )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240350	"Ampedus erythrogonus"	"Ampedus erythrogonus (P.W.J. Müller, 1821)"	""													"Déterminante stricte"
"-  ( Ampedus nigroflavus )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240355	"Ampedus nigroflavus"	"Ampedus nigroflavus (Goeze, 1777)"	""													"Déterminante stricte"
"-  ( Ampedus pomonae )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240356	"Ampedus pomonae"	"Ampedus pomonae (Stephens, 1830)"	""													"Déterminante stricte"
"-  ( Ampedus praeustus )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240358	"Ampedus praeustus"	"Ampedus praeustus (Fabricius, 1792)"	""													"Déterminante stricte"
"-  ( Ampedus ruficeps )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240410	"Ampedus ruficeps"	"Brachygonus ruficeps (Mulsant & Guillebeau, 1855)"	""													"Déterminante stricte"
"-  ( Lacon fasciatus )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240431	"Lacon fasciatus"	"Danosoma fasciata (Linnaeus, 1758)"	""													"Déterminante stricte"
"-  ( Harminius undulatus )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240433	"Harminius undulatus"	"Diacanthous undulatus (De Geer, 1774)"	""													"Déterminante stricte"
"-  ( Ectamenogonus montandoni )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240439	"Ectamenogonus montandoni"	"Ectamenogonus montandoni (Buysson, 1889)"	""													"Déterminante stricte"
"-  ( Hypoganus inunctus )"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	240450	"Hypoganus inunctus"	"Hypoganus inunctus (Lacordaire, 1835)"	""													"Déterminante stricte"
